x (km),t (h),Density (veh/km),Speed (Km/h),Flow (veh/h)
469.88,6.533333333333333,14.95685523,104.3,1560
469.88,6.55,17.28643216080402,99.5,1720
469.88,6.566666666666666,15.528531337698785,106.9,1660
469.88,6.583333333333333,16.587225929456626,104.9,1740
469.88,6.6,16.075156576200413,95.8,1540
469.88,6.616666666666666,19.047619047619047,94.5,1800
469.88,6.633333333333334,13.574660633484163,110.5,1500
469.88,6.65,16.393442622950822,103.7,1700
469.88,6.666666666666667,17.227722772277232,101,1740
469.88,6.683333333333334,16.28599801390268,100.7,1640
469.88,6.7,13.549618320610687,104.8,1420
469.88,6.716666666666667,15.674603174603176,100.8,1580
469.88,6.733333333333333,17.94871794871795,93.6,1680
469.88,6.75,11.313518696069034,104.3,1180
469.88,6.766666666666667,11.879432624113473,112.8,1340
469.88,6.783333333333333,19.20326864147089,97.9,1880
469.88,6.8,18.329938900203665,98.2,1800
469.88,6.816666666666666,17.593528816986858,98.9,1740
469.88,6.833333333333333,16.281407035175878,99.5,1620
469.88,6.85,13.886210221793634,103.7,1440
469.88,6.866666666666666,17.580144777662873,96.7,1700
469.88,6.883333333333334,18.703506907545165,94.1,1760
469.88,6.9,17.799043062200962,104.5,1860
469.88,6.916666666666667,21.281216069489687,92.1,1960
469.88,6.933333333333334,15.233949945593036,91.9,1400
469.88,6.95,13.131313131313133,99,1300
469.88,6.966666666666667,18.624338624338623,94.5,1760
469.88,6.983333333333333,12.621359223300969,103,1300
469.88,7,20.892018779342727,85.2,1780
469.88,7.016666666666667,15.111111111111109,90,1360
469.88,7.033333333333333,19.42714819427148,80.3,1560
469.88,7.05,27.065026362038665,56.9,1540
469.88,7.066666666666666,31.234256926952142,39.7,1240
469.88,7.083333333333333,33.23442136498516,33.7,1120
469.88,7.1,26.86567164179104,40.2,1080
469.88,7.116666666666666,35.38873995,37.3,1320
469.88,7.133333333333334,35.543766578249326,37.7,1340
469.88,7.15,42.96875,25.6,1100
469.88,7.166666666666667,51.219512195121965,16.4,840
469.88,7.183333333333334,38.834951456310684,30.9,1200
469.88,7.2,31.151241534988717,44.3,1380
469.88,7.216666666666667,24.06311637080868,50.7,1220
469.88,7.233333333333333,31.162790697674414,43,1340
469.88,7.25,34.449760765550245,20.9,720
469.88,7.266666666666667,42.55319149,28.2,1200
469.88,7.283333333333333,40.89456869009585,31.3,1280
469.88,7.3,34.50292397660819,34.2,1180
469.88,7.316666666666666,48.27586206896552,26.1,1260
469.88,7.333333333333333,41.42394822006472,30.9,1280
469.88,7.35,30.76923076923077,44.2,1360
469.88,7.366666666666666,39.873417721518976,31.6,1260
469.88,7.383333333333334,49.56521739130435,23,1140
469.88,7.4,45,24,1080
469.88,7.416666666666667,38.06818181818181,35.2,1340
469.88,7.433333333333334,32.87671232876713,36.5,1200
469.88,7.45,38.55421686746988,24.9,960
469.88,7.466666666666667,44.55445544554457,20.2,900
469.88,7.483333333333333,49.253731343283576,26.8,1320
469.88,7.5,38.15789473684211,30.4,1160
469.88,7.516666666666667,62.068965517241395,17.4,1080
469.88,7.533333333333333,41.23711340206185,29.1,1200
469.88,7.55,46.26334519572954,28.1,1300
469.88,7.566666666666666,40,32.5,1300
469.88,7.583333333333333,50.19607843137255,25.5,1280
469.88,7.6,38.28382838283828,30.3,1160
469.88,7.616666666666666,42.76315789473684,30.4,1300
469.88,7.633333333333334,36.92307692307692,32.5,1200
469.88,7.65,37.788018433179715,21.7,820
469.88,7.666666666666667,43.34975369458128,20.3,880
469.88,7.683333333333334,31.604938271604933,40.5,1280
469.88,7.7,29.385964912280702,45.6,1340
469.88,7.716666666666667,28.504672897196265,42.8,1220
469.88,7.733333333333333,33.906633906633914,40.7,1380
469.88,7.75,35.29411764705883,37.4,1320
469.88,7.766666666666667,35.32608695652174,36.8,1300
469.88,7.783333333333333,47.75086505190311,28.9,1380
469.88,7.8,42.911877394636015,26.1,1120
469.88,7.816666666666666,44.444444444444436,28.8,1280
469.88,7.833333333333333,54.82233502538071,19.7,1080
469.88,7.85,52.127659574468076,18.8,980
469.88,7.866666666666666,49.253731343283576,26.8,1320
469.88,7.883333333333334,34.64566929133858,38.1,1320
469.88,7.9,36.5,40,1460
469.88,7.916666666666667,39.24528301886792,26.5,1040
469.88,7.933333333333334,29.770992366412216,26.2,780
469.88,7.95,29.03981264637002,42.7,1240
469.88,7.966666666666667,34.01015228426396,39.4,1340
469.88,7.983333333333333,31.678486997635932,42.3,1340
469.88,8,30.07518796992481,39.9,1200
469.88,8.016666666666667,27.255278310940493,52.1,1420
469.88,8.033333333333333,33.95225464190981,37.7,1280
469.88,8.05,43.157894736842096,19,820
469.88,8.066666666666666,30.70362473347548,46.9,1440
469.88,8.083333333333334,20.94926350245499,61.1,1280
469.88,8.1,23.104693140794225,55.4,1280
469.88,8.116666666666667,23.456790123456788,48.6,1140
469.88,8.133333333333333,29.31442080378251,42.3,1240
469.88,8.15,40.29850746268657,40.2,1620
469.88,8.166666666666666,24.15841584158416,50.5,1220
469.88,8.183333333333334,30.946882217090074,43.3,1340
469.88,8.2,26.50602409638554,33.2,880
469.88,8.216666666666667,30.117647058823533,42.5,1280
469.88,8.233333333333333,22.509225092250926,54.2,1220
469.88,8.25,30.232558139534888,51.6,1560
469.88,8.266666666666667,28.125,51.2,1440
469.88,8.283333333333333,47.2,25,1180
469.88,8.3,56.790123456790134,16.2,920
469.88,8.316666666666666,35.497835497835496,23.1,820
469.88,8.333333333333334,37.10144927536232,34.5,1280
469.88,8.35,29.038854805725972,48.9,1420
469.88,8.366666666666667,28.15126050420168,47.6,1340
469.88,8.383333333333333,32.76283618581907,40.9,1340
469.88,8.4,52.941176470588225,23.8,1260
469.88,8.416666666666666,53.02325581,21.5,1140
469.88,8.433333333333334,39.14893617021277,23.5,920
469.88,8.45,59.75609756097562,16.4,980
469.88,8.466666666666667,46.153846153846146,29.9,1380
469.88,8.483333333333333,34.86682808716707,41.3,1440
469.88,8.5,27.36842105263158,47.5,1300
469.88,8.516666666666667,26.171875,51.2,1340
469.88,8.533333333333333,31.390134529147982,44.6,1400
469.88,8.55,36.774193548387096,31,1140
469.88,8.566666666666666,54.976303317535546,21.1,1160
469.88,8.583333333333334,46.715328467153284,27.4,1280
469.88,8.6,31.78082191780822,36.5,1160
469.88,8.616666666666667,24.758220502901352,51.7,1280
469.88,8.633333333333333,26.21722846441948,53.4,1400
469.88,8.65,28.29827915869981,52.3,1480
469.88,8.666666666666666,23.95833333333333,57.6,1380
469.88,8.683333333333334,27.42857142857143,52.5,1440
469.88,8.7,39.130434782608695,36.8,1440
469.88,8.716666666666667,38.32752613240418,28.7,1100
469.88,8.733333333333333,29.09090909090909,49.5,1440
469.88,8.75,31.25,48,1500
469.88,8.766666666666667,22.15088282504013,62.3,1380
469.88,8.783333333333333,21.44927536231884,69,1480
469.88,8.8,22.418879056047203,67.8,1520
469.88,8.816666666666666,22.448979591836732,58.8,1320
469.88,8.833333333333334,31.830238726790448,37.7,1200
469.88,8.85,35.40229885057471,43.5,1540
469.88,8.866666666666667,27.221172022684307,52.9,1440
469.88,8.883333333333333,26.593806921675768,54.9,1460
469.88,8.9,20.379965457685664,57.9,1180
469.88,8.916666666666666,26.818181818181817,44,1180
469.88,8.933333333333334,43.42105263157895,30.4,1320
469.88,8.95,31.910112359550567,44.5,1420
469.88,8.966666666666667,31.55893536121673,52.6,1660
469.88,8.983333333333333,28.070175438596486,57,1600
469.88,9,27.819548872180448,53.2,1480
469.88,9.016666666666667,25.649350649350648,61.6,1580
469.88,9.033333333333333,27.145085803432142,64.1,1740
469.88,9.05,25.806451612903228,49.6,1280
469.88,9.066666666666666,26.337448559670786,48.6,1280
469.88,9.083333333333334,25.882352941176467,59.5,1540
469.88,9.1,20.763358778625953,65.5,1360
469.88,9.116666666666667,26.710097719869708,61.4,1640
469.88,9.133333333333333,26.073619631901842,65.2,1700
469.88,9.15,26.482213438735176,50.6,1340
469.88,9.166666666666666,34.46712018140589,44.1,1520
469.88,9.183333333333334,24.90974729241877,55.4,1380
469.88,9.2,26.07003891050584,51.4,1340
469.88,9.216666666666667,26.809651474530835,37.3,1000
469.88,9.233333333333333,45.51282051282051,31.2,1420
469.88,9.25,34.74178403755869,42.6,1480
469.88,9.266666666666667,33.82045929018789,47.9,1620
469.88,9.283333333333333,33.604336043360426,36.9,1240
469.88,9.3,34.09090909090909,8.8,300
469.88,9.316666666666666,50.57471264367817,8.7,440
469.88,9.333333333333334,28,5,140
469.88,9.35,65.78947368421053,7.6,500
469.88,9.366666666666667,19.565217391304348,9.2,180
469.88,9.383333333333333,22.360248447204967,16.1,360
469.88,9.4,28.277634961439592,38.9,1100
469.88,9.416666666666666,30.493273542600893,44.6,1360
469.88,9.433333333333334,22.827938671209537,58.7,1340
469.88,9.45,27.378964941569286,59.9,1640
469.88,9.466666666666667,24.09972299168975,72.2,1740
469.88,9.483333333333333,16.575790621592148,91.7,1520
469.88,9.5,18.474758324382385,93.1,1720
469.88,9.516666666666667,15.01103752759382,90.6,1360
469.88,9.533333333333333,12.241054613935967,106.2,1300
469.88,9.55,12.237442922374427,109.5,1340
469.88,9.566666666666666,11.940298507462686,107.2,1280
469.88,9.583333333333334,16.895874263261298,101.8,1720
469.88,9.6,11.709159584513692,105.9,1240
469.88,9.616666666666667,14.285714285714285,100.8,1440
469.88,9.633333333333333,12.511332728921126,110.3,1380
469.88,9.65,13.835198372329605,98.3,1360
469.88,9.666666666666666,12.177121771217713,108.4,1320
469.88,9.683333333333334,11.775200713648527,112.1,1320
469.88,9.7,10.284664830119377,108.9,1120
469.88,9.716666666666667,13.20754716981132,106,1400
469.88,9.733333333333333,14.899713467048711,104.7,1560
469.88,9.75,13.838862559241704,105.5,1460
469.88,9.766666666666667,14.135625596943648,104.7,1480
469.88,9.783333333333333,15.151515151515152,105.6,1600
469.88,9.8,15.271389144434224,108.7,1660
469.88,9.816666666666666,14.620431115276475,106.7,1560
469.88,9.833333333333334,13.209302325581396,107.5,1420
469.88,9.85,14.528301886792455,106,1540
469.88,9.866666666666667,15.789473684210527,102.6,1620
469.88,9.883333333333333,17.582417582417587,100.1,1760
469.88,9.9,15.15151515151515,92.4,1400
469.88,9.916666666666666,18.274111675126907,98.5,1800
469.88,9.933333333333334,20.089285714285715,89.6,1800
469.88,9.95,14.303030303030305,82.5,1180
469.88,9.966666666666667,8.061420345489442,104.2,840
469.88,9.983333333333333,8.6,100,860
469.88,10,12.375690607734807,90.5,1120
469.88,10.016666666666667,16.819973718791065,76.1,1280
469.88,10.033333333333333,22.72727272727273,48.4,1100
469.88,10.05,32.28699551569507,22.3,720
469.88,10.066666666666666,19.32021466905188,55.9,1080
469.88,10.083333333333334,10.536980749746707,98.7,1040
469.88,10.1,7.249070631970262,107.6,780
469.88,10.116666666666667,9.311348205625606,103.1,960
469.88,10.133333333333333,13.070539419087137,96.4,1260
469.88,10.15,8.900999091734787,110.1,980
469.88,10.166666666666666,10.92511013215859,113.5,1240
469.88,10.183333333333334,10.571923743500866,115.4,1220
469.88,10.2,9.302325581,111.8,1040
469.88,10.216666666666667,6.920415224913494,115.6,800
469.88,10.233333333333333,8.240887480190175,126.2,1040
469.88,10.25,8.037383177570094,107,860
469.88,10.266666666666667,9.945750452079569,110.6,1100
469.88,10.283333333333333,9.46969697,105.6,1000
469.88,10.3,10.126582278481012,110.6,1120
469.88,10.316666666666666,8.984725965858043,111.3,1000
469.88,10.333333333333334,14.12487205731832,97.7,1380
469.88,10.35,14.814814814814815,105.3,1560
469.88,10.366666666666667,9.395973154362416,104.3,980
469.88,10.383333333333333,10.316742081447963,110.5,1140
469.88,10.4,8.703535811423391,110.3,960
469.88,10.416666666666666,8.986784140969164,113.5,1020
469.88,10.433333333333334,10.480349344978166,114.5,1200
469.88,10.45,9.052808046940486,119.3,1080
469.88,10.466666666666667,11.478260869565215,115,1320
469.88,10.483333333333333,7.846889952,104.5,820
469.88,10.5,8.812260536398467,104.4,920
469.88,10.516666666666667,15.548455804046858,93.9,1460
469.88,10.533333333333333,10.493179433368311,95.3,1000
469.88,10.55,12.407991587802314,95.1,1180
469.88,10.566666666666666,11.846001974333664,101.3,1200
469.88,10.583333333333334,11.480362537764348,99.3,1140
469.88,10.6,13.196814562002276,87.9,1160
469.88,10.616666666666667,8.189655172413794,92.8,760
469.88,10.633333333333333,14.83050847457627,94.4,1400
469.88,10.65,15.801354401805868,88.6,1400
469.88,10.666666666666666,10.478359908883828,87.8,920
469.88,10.683333333333334,8.870967741935484,99.2,880
469.88,10.7,8.884297520661159,96.8,860
469.88,10.716666666666667,12.951432129514322,80.3,1040
469.88,10.733333333333333,9.502762430939226,90.5,860
469.88,10.75,12.183908045977011,87,1060
469.88,10.766666666666667,13.381995133819949,82.2,1100
469.88,10.783333333333333,9.898477157360409,78.8,780
469.88,10.8,13.903743315508022,74.8,1040
469.88,10.816666666666666,11.02204408817635,99.8,1100
469.88,10.833333333333334,13.028571428571427,87.5,1140
469.88,10.85,18.741976893453145,77.9,1460
469.88,10.866666666666667,10.337078651685394,89,920
469.88,10.883333333333333,9.586056644880175,91.8,880
469.88,10.9,14.967741935483868,77.5,1160
469.88,10.916666666666666,11.747430249632895,68.1,800
469.88,10.933333333333334,11.827956989247312,55.8,660
469.88,10.95,23.655913978494624,27.9,660
469.88,10.966666666666667,52.38095238095239,8.4,440
469.88,10.983333333333333,46.153846153846146,14.3,660
469.88,11,39.81481481481481,21.6,860
469.88,11.016666666666667,31.460674157303373,35.6,1120
469.88,11.033333333333333,28.054298642533933,44.2,1240
469.88,11.05,22.222222222222218,57.6,1280
469.88,11.066666666666666,16.74718196457327,62.1,1040
469.88,11.083333333333334,17.655571635311144,69.1,1220
469.88,11.1,16.084977238239755,65.9,1060
469.88,11.116666666666667,15.157116451016636,54.1,820
469.88,11.133333333333333,19.718309859154925,42.6,840
469.88,11.15,43.055555555555564,14.4,620
469.88,11.166666666666666,44.11764705882353,13.6,600
469.88,11.183333333333334,31.87660668380463,38.9,1240
469.88,11.2,22.975517890772128,53.1,1220
469.88,11.216666666666667,26.156941649899398,49.7,1300
469.88,11.233333333333333,18.759018759018762,69.3,1300
469.88,11.25,15.23545706371191,72.2,1100
469.88,11.266666666666667,10.385259631490788,59.7,620
469.88,11.283333333333333,22.983870967741932,49.6,1140
469.88,11.3,21.33333333333333,30,640
469.88,11.316666666666666,26.24671916010499,38.1,1000
469.88,11.333333333333334,17.314487632508833,56.6,980
469.88,11.35,14.144271570014146,70.7,1000
469.88,11.366666666666667,15.315315315315313,66.6,1020
469.88,11.383333333333333,19.85185185185185,67.5,1340
469.88,11.4,23.26621924,44.7,1040
469.88,11.416666666666666,25,39.2,980
469.88,11.433333333333334,14.015151515151516,52.8,740
469.88,11.45,20.59620596205962,36.9,760
469.88,11.466666666666667,32.53968253968254,25.2,820
469.88,11.483333333333333,30.392156862745104,20.4,620
469.88,11.5,40.677966101694906,29.5,1200
469.88,11.516666666666667,24.94802494802495,48.1,1200
469.88,11.533333333333333,24.548736462093864,55.4,1360
469.88,11.55,26.931567328918323,45.3,1220
469.88,11.566666666666666,17.490494296577946,26.3,460
469.88,11.583333333333334,21.686746987951807,8.3,180
469.88,11.6,50,7.2,360
469.88,11.616666666666667,39.69465648854962,13.1,520
469.88,11.633333333333333,34.72668810289389,31.1,1080
469.88,11.65,22.900763358778626,52.4,1200
469.88,11.666666666666666,24.758220502901352,51.7,1280
469.88,11.683333333333334,23.79310344827586,58,1380
469.88,11.7,24.913494809688586,57.8,1440
469.88,11.716666666666667,18.57451403887689,46.3,860
469.88,11.733333333333333,24.65753424657534,29.2,720
469.88,11.75,23.809523809523807,33.6,800
469.88,11.766666666666667,23.848238482384826,36.9,880
469.88,11.783333333333333,22.047244094488192,25.4,560
469.88,11.8,30.128205128205128,31.2,940
469.88,11.816666666666666,24.39024390243902,49.2,1200
469.88,11.833333333333334,28.513238289205702,49.1,1400
469.88,11.85,22.634508348794064,53.9,1220
469.88,11.866666666666667,26.484018264840184,43.8,1160
469.88,11.883333333333333,22.895622895622893,29.7,680
469.88,11.9,23.981900452488688,44.2,1060
469.88,11.916666666666666,24.37137330754352,51.7,1260
469.88,11.933333333333334,20.964360587002094,47.7,1000
469.88,11.95,32.126696832579185,44.2,1420
469.88,11.966666666666667,25.085910652920962,58.2,1460
469.88,11.983333333333333,23.417721518987346,63.2,1480
469.88,12,20.32400589,67.9,1380
470.69,6,10.322580645161288,77.5,800
470.69,6.016666666666667,8.951965065502186,91.6,820
470.69,6.033333333333333,15.472127417519909,87.9,1360
470.69,6.05,15.164835164835164,91,1380
470.69,6.066666666666666,10.754912099276114,96.7,1040
470.69,6.083333333333333,11.111111111111109,88.2,980
470.69,6.1,13.75,80,1100
470.69,6.116666666666666,12.066752246469832,77.9,940
470.69,6.133333333333334,18.36228287841191,80.6,1480
470.69,6.15,13.386880856760376,74.7,1000
470.69,6.166666666666667,17.58241758241758,81.9,1440
470.69,6.183333333333334,22.625698324022352,71.6,1620
470.69,6.2,15.15151515151515,92.4,1400
470.69,6.216666666666667,14.771395076201642,85.3,1260
470.69,6.233333333333333,15.309842041312272,82.3,1260
470.69,6.25,16.33663366336634,80.8,1320
470.69,6.266666666666667,15.531660692951016,83.7,1300
470.69,6.283333333333333,10.690423162583519,89.8,960
470.69,6.3,13.79310344827586,75.4,1040
470.69,6.316666666666666,24.320827943078914,77.3,1880
470.69,6.333333333333333,13.15136476426799,80.6,1060
470.69,6.35,11.97007481296758,80.2,960
470.69,6.366666666666666,17.326732673267323,80.8,1400
470.69,6.383333333333334,17.098445595854926,77.2,1320
470.69,6.4,9.178228388473851,93.7,860
470.69,6.416666666666667,9.832134292565948,83.4,820
470.69,6.433333333333334,17.493472584856402,76.6,1340
470.69,6.45,16.05095541401274,78.5,1260
470.69,6.466666666666667,19.047619047619047,71.4,1360
470.69,6.483333333333333,12.514757969303426,84.7,1060
470.69,6.5,16.70886075949367,79,1320
470.69,6.516666666666667,11.84882533,97.9,1160
470.69,6.533333333333333,19.52580195,71.7,1400
470.69,6.55,16.038882138517618,82.3,1320
470.69,6.566666666666666,10.481283422459892,93.5,980
470.69,6.583333333333333,14.123006833712985,87.8,1240
470.69,6.6,10.332950631458095,87.1,900
470.69,6.616666666666666,24.05063291139241,63.2,1520
470.69,6.633333333333334,13.810741687979537,78.2,1080
470.69,6.65,14.007782101167313,77.1,1080
470.69,6.666666666666667,20.754716981132074,74.2,1540
470.69,6.683333333333334,15.463917525773196,77.6,1200
470.69,6.7,9.646302250803856,93.3,900
470.69,6.716666666666667,15.88156123822342,74.3,1180
470.69,6.733333333333333,17.548387096774196,77.5,1360
470.69,6.75,15.25885558583106,73.4,1120
470.69,6.766666666666667,8.232931726907632,99.6,820
470.69,6.783333333333333,18.181818181818183,72.6,1320
470.69,6.8,18.710493046776236,79.1,1480
470.69,6.816666666666666,17.00960219478738,72.9,1240
470.69,6.833333333333333,16.347381864623244,78.3,1280
470.69,6.85,14.933333333333335,75,1120
470.69,6.866666666666666,17.437252311756936,75.7,1320
470.69,6.883333333333334,20.890937019969282,65.1,1360
470.69,6.9,25.373134328358212,67,1700
470.69,6.916666666666667,14.933333333333335,75,1120
470.69,6.933333333333334,22.90909090909091,55,1260
470.69,6.95,18.050541516245488,55.4,1000
470.69,6.966666666666667,21.94690265486725,56.5,1240
470.69,6.983333333333333,19.065420560747665,53.5,1020
470.69,7,31.818181818181817,39.6,1260
470.69,7.016666666666667,50.22831050228311,21.9,1100
470.69,7.033333333333333,47.668393782383426,19.3,920
470.69,7.05,80.76923076923076,10.4,840
470.69,7.066666666666666,55.62913907284769,15.1,840
470.69,7.083333333333333,45.65217391304349,18.4,840
470.69,7.1,63.78378378378378,18.5,1180
470.69,7.116666666666666,48.44720496894409,16.1,780
470.69,7.133333333333334,63.75,16,1020
470.69,7.15,57.27272727272727,22,1260
470.69,7.166666666666667,55.045871559633035,21.8,1200
470.69,7.183333333333334,52.29357798165138,21.8,1140
470.69,7.2,49.411764705882355,17,840
470.69,7.216666666666667,78,10,780
470.69,7.233333333333333,69.86301369863014,14.6,1020
470.69,7.25,49.01960784313725,20.4,1000
470.69,7.266666666666667,56.21621621621622,18.5,1040
470.69,7.283333333333333,46.73913043478261,18.4,860
470.69,7.3,58.56353591160221,18.1,1060
470.69,7.316666666666666,66.25766871165644,16.3,1080
470.69,7.333333333333333,56.179775280898866,17.8,1000
470.69,7.35,58.82352941176471,17,1000
470.69,7.366666666666666,56.179775280898866,17.8,1000
470.69,7.383333333333334,49,20,980
470.69,7.4,65.43209877,16.2,1060
470.69,7.416666666666667,75,13.6,1020
470.69,7.433333333333334,60,14,840
470.69,7.45,51.020408163265294,19.6,1000
470.69,7.466666666666667,43.21608040201005,19.9,860
470.69,7.483333333333333,47.95321637426901,17.1,820
470.69,7.5,31.538461538461537,26,820
470.69,7.516666666666667,49.09090909090909,22,1080
470.69,7.533333333333333,44.10646388,26.3,1160
470.69,7.55,60.11560693641618,17.3,1040
470.69,7.566666666666666,53.33333333333334,16.5,880
470.69,7.583333333333333,59,20,1180
470.69,7.6,58.163265306122454,19.6,1140
470.69,7.616666666666666,58.267716535433074,12.7,740
470.69,7.633333333333334,65.35947712,15.3,1000
470.69,7.65,62.25165562913907,15.1,940
470.69,7.666666666666667,46.601941747572816,20.6,960
470.69,7.683333333333334,29.482071713147413,25.1,740
470.69,7.7,43.21608040201005,19.9,860
470.69,7.716666666666667,67.42857142857143,17.5,1180
470.69,7.733333333333333,67.00507614213198,19.7,1320
470.69,7.75,47.29064039408867,20.3,960
470.69,7.766666666666667,68.75,16,1100
470.69,7.783333333333333,50.65502183406114,22.9,1160
470.69,7.8,43.39622641509435,21.2,920
470.69,7.816666666666666,39.631336405529964,21.7,860
470.69,7.833333333333333,50.27322404371584,18.3,920
470.69,7.85,40.160642570281134,24.9,1000
470.69,7.866666666666666,39.57597173144876,28.3,1120
470.69,7.883333333333334,42.85714285714286,18.2,780
470.69,7.9,55.118110236220474,12.7,700
470.69,7.916666666666667,70.76923076923076,13,920
470.69,7.933333333333334,56.68449197860963,18.7,1060
470.69,7.95,60.273972602739725,14.6,880
470.69,7.966666666666667,63.101604278074866,18.7,1180
470.69,7.983333333333333,63.959390862944154,19.7,1260
470.69,8,57.48502994011977,16.7,960
470.69,8.016666666666667,49.64539007092198,14.1,700
470.69,8.033333333333333,36.2962963,27,980
470.69,8.05,39.14373088685015,32.7,1280
470.69,8.066666666666666,39.080459770114935,26.1,1020
470.69,8.083333333333334,53.793103448275865,14.5,780
470.69,8.1,57.425742574257434,20.2,1160
470.69,8.116666666666667,36.078431372549026,25.5,920
470.69,8.133333333333333,57,20,1140
470.69,8.15,56.56565656565657,9.9,560
470.69,8.166666666666666,61.31386861313869,13.7,840
470.69,8.183333333333334,60.78431372549021,20.4,1240
470.69,8.2,51.81347150259067,19.3,1000
470.69,8.216666666666667,51.25,16,820
470.69,8.233333333333333,56.25,16,900
470.69,8.25,48.42105263157895,19,920
470.69,8.266666666666667,39.44954128440367,21.8,860
470.69,8.283333333333333,43.137254901960794,20.4,880
470.69,8.3,52.941176470588225,17,900
470.69,8.316666666666666,45.79439252336449,21.4,980
470.69,8.333333333333334,61.53846153846154,18.2,1120
470.69,8.35,50.51546391752578,19.4,980
470.69,8.366666666666667,51.88679245283019,21.2,1100
470.69,8.383333333333333,50,20.4,1020
470.69,8.4,69.1588785,10.7,740
470.69,8.416666666666666,65.04065040650406,12.3,800
470.69,8.433333333333334,48.24120603015076,19.9,960
470.69,8.45,53.09734513274336,22.6,1200
470.69,8.466666666666667,42.06642066420664,27.1,1140
470.69,8.483333333333333,58.46153846153846,19.5,1140
470.69,8.5,71.89542483660131,15.3,1100
470.69,8.516666666666667,71.16564417177914,16.3,1160
470.69,8.533333333333333,34.893617021276604,23.5,820
470.69,8.55,61.79775280898876,17.8,1100
470.69,8.566666666666666,54.72636815920398,20.1,1100
470.69,8.583333333333334,44.444444444444436,28.8,1280
470.69,8.6,49.28571428571429,28,1380
470.69,8.616666666666667,38.732394366197184,28.4,1100
470.69,8.633333333333333,44.59930313588851,28.7,1280
470.69,8.65,40,21.5,860
470.69,8.666666666666666,67.08074534,16.1,1080
470.69,8.683333333333334,37.61467889908257,21.8,820
470.69,8.7,48.360655737704924,24.4,1180
470.69,8.716666666666667,55.17241379310346,23.2,1280
470.69,8.733333333333333,51.06382978723404,23.5,1200
470.69,8.75,50.21645021645021,23.1,1160
470.69,8.766666666666667,45.03311258278145,30.2,1360
470.69,8.783333333333333,34.12698412698413,25.2,860
470.69,8.8,47.61904761904761,14.7,700
470.69,8.816666666666666,52.941176470588246,20.4,1080
470.69,8.833333333333334,45.63758389261746,29.8,1360
470.69,8.85,36.17021276595744,37.6,1360
470.69,8.866666666666667,44.10646388,26.3,1160
470.69,8.883333333333333,72,12.5,900
470.69,8.9,76.82119205298014,15.1,1160
470.69,8.916666666666666,47.058823529411754,23.8,1120
470.69,8.933333333333334,32.53968253968254,25.2,820
470.69,8.95,30.952380952380953,42,1300
470.69,8.966666666666667,31.674208144796378,44.2,1400
470.69,8.983333333333333,26.52631578947368,47.5,1260
470.69,9,32.72727272727273,44,1440
470.69,9.016666666666667,33.57142857142857,28,940
470.69,9.033333333333333,42.34234234234234,22.2,940
470.69,9.05,49.49152542372882,29.5,1460
470.69,9.066666666666666,32.70777479892761,37.3,1220
470.69,9.083333333333334,43.61702127659574,37.6,1640
470.69,9.1,42.03821656050955,31.4,1320
470.69,9.116666666666667,51.54639175257732,19.4,1000
470.69,9.133333333333333,52.91828793774321,25.7,1360
470.69,9.15,37.5,36.8,1380
470.69,9.166666666666666,57.29166666666667,19.2,1100
470.69,9.183333333333334,52.892561983471076,12.1,640
470.69,9.2,75.71428571428571,14,1060
470.69,9.216666666666667,38.37209302325581,34.4,1320
470.69,9.233333333333333,32.189973614775724,37.9,1220
470.69,9.25,48.10126582278482,23.7,1140
470.69,9.266666666666667,26.66666666666667,16.5,440
470.69,9.283333333333333,15.126050420168069,11.9,180
470.69,9.3,39.25233644859813,10.7,420
470.69,9.316666666666666,16,5,80
470.69,9.333333333333334,31.372549019607845,10.2,320
470.69,9.35,36.065573770491795,24.4,880
470.69,9.366666666666667,32.87671232876713,36.5,1200
470.69,9.383333333333333,25.168539325842694,44.5,1120
470.69,9.4,29.032258064516128,37.2,1080
470.69,9.416666666666666,26.59574468085107,37.6,1000
470.69,9.433333333333334,25.04537205081669,55.1,1380
470.69,9.45,25.385934819897084,58.3,1480
470.69,9.466666666666667,23.450134770889488,74.2,1740
470.69,9.483333333333333,7.528230866,79.7,600
470.69,9.5,16.032064128256515,99.8,1600
470.69,9.516666666666667,16.97530864197531,64.8,1100
470.69,9.533333333333333,23.529411764705888,51,1200
470.69,9.55,10.669456066945608,95.6,1020
470.69,9.566666666666666,10.562180579216355,117.4,1240
470.69,9.583333333333334,13.197026022304833,107.6,1420
470.69,9.6,11.324376199616122,104.2,1180
470.69,9.616666666666667,14.589665653495441,98.7,1440
470.69,9.633333333333333,12.48780487804878,102.5,1280
470.69,9.65,10.374639769452449,104.1,1080
470.69,9.666666666666666,14.090019569471623,102.2,1440
470.69,9.683333333333334,8.789237668161435,111.5,980
470.69,9.7,11.257035647279553,106.6,1200
470.69,9.716666666666667,10.251954821894005,115.1,1180
470.69,9.733333333333333,12.798471824259789,104.7,1340
470.69,9.75,13.556174558960073,107.7,1460
470.69,9.766666666666667,13.087557603686635,108.5,1420
470.69,9.783333333333333,11.04868913857678,106.8,1180
470.69,9.8,13.755656108597286,110.5,1520
470.69,9.816666666666666,11.060743427017226,110.3,1220
470.69,9.833333333333334,15,108,1620
470.69,9.85,12.71889400921659,108.5,1380
470.69,9.866666666666667,16.43835616438356,102.2,1680
